ESTIMATE_TYPE,LICENCE_AREA,OPNG_CAT,OPNG_DESC,TARGETS_SOCKEYE,TARGETS_COHO,TARGETS_PINK,TARGETS_CHUM,TARGETS_CHINOOK,STAT_WEEK,FISHING_DATE,MGMT_AREA,AREA_NAME,HRS_OPEN,VESSELS_OP,SOCKEYE_KEPT,SOCKEYE_RELD,COHO_KEPT,COHO_RELD,PINK_KEPT,PINK_RELD,CHUM_KEPT,CHUM_RELD,CHINOOK_KEPT,CHINOOK_RELD,COMMENTS
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / July 29,YES,YES,YES,NO,NO, 07/5,29/07/2005,3,3-7A,16,5,533,0,560,0,22573,0,0,1102,0,27,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / July 29,YES,YES,YES,NO,NO, 07/5,29/07/2005,3,3-7B,16,21,2240,0,2354,0,94808,0,0,4629,0,117,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / July 29,YES,YES,YES,NO,NO, 07/5,29/07/2005,3,3-9N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / July 29,YES,YES,YES,NO,NO, 07/5,29/07/2005,3,BOSTONRK,16,8,1265,0,975,0,64000,0,0,3906,0,58,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / July 29,YES,YES,YES,NO,NO, 07/5,29/07/2005,3,TRACEYB,16,5,645,0,592,0,38500,0,0,2947,0,24,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Jul 29,NO,YES,YES,NO,NO, 07/5,29/07/2005,6,CAMPANIA 10,10,5,197,0,210,0,53000,0,1430,0,0,27,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Chum/ Area 6 / Jul 29,NO,YES,NO,YES,NO, 07/5,29/07/2005,6,DOUGLAS 1,16,2,2,0,13,0,60500,0,850,620,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Jul 29,NO,YES,YES,NO,NO, 07/5,29/07/2005,6,LEWIS 5 & 27,10,6,258,0,479,0,44900,0,1395,0,0,94,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Chum/ Area 6 / Jul 29,NO,YES,NO,YES,NO, 07/5,29/07/2005,6,OTHER A6,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Jul 29,NO,YES,YES,NO,NO, 07/5,29/07/2005,6,SQUALLY 5,10,1,30,0,62,0,5000,0,200,0,0,5,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Jul 29,NO,YES,YES,NO,NO, 07/5,29/07/2005,6,WHALE CH 6,10,20,499,0,611,0,142383,0,6157,0,0,145,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Jul 29,NO,YES,YES,NO,NO, 07/5,29/07/2005,6,WRIGHT SD 28,10,4,151,0,100,0,23900,0,2214,0,0,51,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,3-11PEAR,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,3-12N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,3-13PORT,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,3-17DOG,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,3-7A,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,3-7B,16,17,1846,0,2270,0,74560,0,0,3759,0,169,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,3-9N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,BOSTONRK,16,10,735,0,1055,0,85800,0,0,1191,0,26,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 1,YES,YES,YES,NO,NO, 08/1,01/08/2005,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 1,NO,YES,YES,NO,NO, 08/1,01/08/2005,6,CAMPANIA 10,16,12,638,0,859,0,124800,0,0,2794,0,96,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Chum/ Area 6 / Aug 1,NO,YES,NO,YES,NO, 08/1,01/08/2005,6,DOUGLAS 1,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 1,NO,YES,YES,NO,NO, 08/1,01/08/2005,6,LEWIS 5 & 27,16,7,379,0,924,0,46433,0,0,2036,0,72,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 1,NO,YES,YES,NO,NO, 08/1,01/08/2005,6,SQUALLY 5,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 1,NO,YES,YES,NO,NO, 08/1,01/08/2005,6,WHALE CH 6,16,33,782,0,1295,0,190438,0,0,10594,0,167,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 1,NO,YES,YES,NO,NO, 08/1,01/08/2005,6,WRIGHT SD 28,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 1,NO,NO,YES,YES,NO, 08/1,01/08/2005,7,Finlayson Channel,15,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 1,NO,NO,YES,YES,NO, 08/1,01/08/2005,7,Mathieson Channel,15,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 1,NO,NO,YES,YES,NO, 08/1,01/08/2005,7,Sheep Passage,15,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 8 / 1 Aug,NO,NO,YES,YES,NO, 08/1,01/08/2005,8,Fisher/Fitz Hugh Net Area,16,16,0,0,685,0,62501,0,5172,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,3-11PEAR,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,3-12N,16,1,50,0,50,0,10000,0,0,300,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,3-13PORT,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,3-17DOG,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,3-7A,16,5,931,0,1198,0,34300,0,0,1093,0,8,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,3-7B,16,15,2968,0,2378,0,74399,0,0,2762,0,119,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,3-9N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,BOSTONRK,16,12,596,0,1250,0,78300,0,0,2170,0,37,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 2,YES,YES,YES,NO,NO, 08/1,02/08/2005,3,TRACEYB,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Chum/ Area 6 / Aug 2,NO,YES,NO,YES,NO, 08/1,02/08/2005,6,DOUGLAS 1,16,5,32,0,87,0,20250,0,547,0,0,30,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 2,NO,NO,YES,YES,NO, 08/1,02/08/2005,7,Finlayson Channel,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 2,NO,NO,YES,YES,NO, 08/1,02/08/2005,7,Mathieson Channel,16,2,0,0,20,0,4000,0,2600,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 2,NO,NO,YES,YES,NO, 08/1,02/08/2005,7,Sheep Passage,16,3,0,0,36,0,6110,0,1758,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 8 / 2 Aug,NO,NO,YES,YES,NO, 08/1,02/08/2005,8,Fisher/Fitz Hugh Net Area,16,17,0,0,892,0,76208,0,6467,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,3-11PEAR,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,3-12N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,3-13PORT,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,3-17DOG,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,3-7A,16,3,450,0,600,0,10950,0,0,1100,0,14,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,3-7B,16,21,2337,0,2590,0,109313,0,0,2720,0,143,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,3-9N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,BOSTONRK,16,8,362,0,380,0,65100,0,0,1952,0,8,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 4,YES,YES,YES,NO,NO, 08/1,04/08/2005,3,TRACEYB,16,3,295,0,217,0,27300,0,0,1457,0,17,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 4,NO,YES,YES,NO,NO, 08/1,04/08/2005,6,CAMPANIA 10,16,9,300,0,446,0,64800,0,0,1663,0,42,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Chum/ Area 6 / Aug 4,NO,YES,NO,YES,NO, 08/1,04/08/2005,6,DOUGLAS 1,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 4,NO,YES,YES,NO,NO, 08/1,04/08/2005,6,LEWIS 5 & 27,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 4,NO,YES,YES,NO,NO, 08/1,04/08/2005,6,SQUALLY 5,16,6,408,0,860,0,62850,0,0,1133,0,110,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 4,NO,YES,YES,NO,NO, 08/1,04/08/2005,6,WHALE CH 6,16,17,525,0,984,0,114247,0,0,2419,0,84,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 4,NO,YES,YES,NO,NO, 08/1,04/08/2005,6,WRIGHT SD 28,16,3,130,0,284,0,29225,0,0,622,0,26,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,3-11PEAR,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,3-12N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,3-13PORT,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,3-17DOG,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,3-7A,16,1,85,0,88,0,3800,0,0,261,0,3,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,3-7B,16,21,1751,0,1836,0,63912,0,0,2931,0,119,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,3-9N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,BOSTONRK,16,8,580,0,665,0,39704,0,0,2840,0,10,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 5,YES,YES,YES,NO,NO, 08/1,05/08/2005,3,TRACEYB,16,5,600,0,450,0,29250,0,0,3375,0,63,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 5,NO,YES,YES,NO,NO, 08/1,05/08/2005,6,CAMPANIA 10,16,6,396,0,521,0,79913,0,0,1182,0,68,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Chum/ Area 6 / Aug 5,NO,YES,NO,YES,NO, 08/1,05/08/2005,6,DOUGLAS 1,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 5,NO,YES,YES,NO,NO, 08/1,05/08/2005,6,LEWIS 5 & 27,16,3,218,0,421,0,26700,0,0,622,0,42,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 5,NO,YES,YES,NO,NO, 08/1,05/08/2005,6,SQUALLY 5,16,1,54,0,90,0,7000,0,0,160,0,20,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 5,NO,YES,YES,NO,NO, 08/1,05/08/2005,6,WHALE CH 6,16,13,464,0,1026,0,107413,0,0,3665,0,83,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 5,NO,YES,YES,NO,NO, 08/1,05/08/2005,6,WRIGHT SD 28,16,6,351,0,428,0,38700,0,0,896,0,8,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,3-11PEAR,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,3-12N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,3-13PORT,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,3-17DOG,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,3-7A,16,1,245,0,315,0,5100,0,0,290,0,5,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,3-7B,16,14,1051,0,1280,0,55578,0,0,1804,0,17,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,3-9N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,BOSTONRK,16,3,221,0,308,0,30750,0,0,1088,0,12,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 8,YES,YES,YES,NO,NO, 08/2,08/08/2005,3,TRACEYB,16,2,90,0,262,0,14361,0,0,1271,0,3,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / PK / Area 5 / Aug 8,NO,NO,YES,NO,NO, 08/2,08/08/2005,5,"INSIDE A5 1,2,3",16,7,0,291,0,210,53375,0,0,133,0,2,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 8,NO,YES,YES,NO,NO, 08/2,08/08/2005,6,CAMPANIA 10,16,3,166,0,296,0,27710,0,0,875,0,13,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Chum/ Area 6 / Aug 8,NO,YES,NO,YES,NO, 08/2,08/08/2005,6,DOUGLAS 1,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 8,NO,YES,YES,NO,NO, 08/2,08/08/2005,6,LEWIS 5 & 27,16,5,236,0,775,0,65500,0,0,661,0,13,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 8,NO,YES,YES,NO,NO, 08/2,08/08/2005,6,SQUALLY 5,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 8,NO,YES,YES,NO,NO, 08/2,08/08/2005,6,TAYLOR B 26,16,9,500,0,1480,0,79650,0,0,2841,0,43,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 8,NO,YES,YES,NO,NO, 08/2,08/08/2005,6,WHALE CH 6,16,12,504,0,1021,0,94255,0,0,2763,0,88,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 8,NO,YES,YES,NO,NO, 08/2,08/08/2005,6,WRIGHT SD 28,16,1,6,0,20,0,1200,0,0,25,0,3,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 8,NO,NO,YES,YES,NO, 08/2,08/08/2005,7,Finlayson Channel,15,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 8,NO,NO,YES,YES,NO, 08/2,08/08/2005,7,Mathieson Channel,15,1,0,0,20,0,2500,0,800,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 8,NO,NO,YES,YES,NO, 08/2,08/08/2005,7,Sheep Passage,15,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 8 / 8 Aug,NO,NO,YES,YES,NO, 08/2,08/08/2005,8,Fisher/Fitz Hugh Net Area,15,25,0,0,1031,0,58443,0,4493,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,3-11PEAR,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,3-12N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,3-13PORT,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,3-17DOG,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,3-7A,16,1,205,0,89,0,4600,0,0,39,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,3-7B,16,10,744,0,891,0,27971,0,0,1293,0,30,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,3-9N,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,BOSTONRK,16,6,456,0,510,0,43716,0,0,2424,0,32,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 9,YES,YES,YES,NO,NO, 08/2,09/08/2005,3,TRACEYB,16,3,242,0,290,0,19838,0,0,1271,0,8,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / PK / Area 5 / Aug 9,NO,NO,YES,NO,NO, 08/2,09/08/2005,5,"INSIDE A5 1,2,3",16,5,0,136,0,174,33100,0,0,61,0,2,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 9,NO,YES,YES,NO,NO, 08/2,09/08/2005,6,CAMPANIA 10,16,9,540,0,1040,0,72619,0,0,1734,0,62,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Chum/ Area 6 / Aug 9,NO,YES,NO,YES,NO, 08/2,09/08/2005,6,DOUGLAS 1,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 9,NO,YES,YES,NO,NO, 08/2,09/08/2005,6,LEWIS 5 & 27,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 9,NO,YES,YES,NO,NO, 08/2,09/08/2005,6,SQUALLY 5,16,3,154,0,470,0,29500,0,0,387,0,38,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 9,NO,YES,YES,NO,NO, 08/2,09/08/2005,6,TAYLOR B 26,16,7,182,0,557,0,49117,0,0,1404,0,2,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 9,NO,YES,YES,NO,NO, 08/2,09/08/2005,6,WHALE CH 6,16,7,247,0,781,0,35300,0,0,1263,0,30,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / Pink/ Area 6 / Aug 9,NO,YES,YES,NO,NO, 08/2,09/08/2005,6,WRIGHT SD 28,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 9,NO,NO,YES,YES,NO, 08/2,09/08/2005,7,Finlayson Channel,15,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 9,NO,NO,YES,YES,NO, 08/2,09/08/2005,7,Mathieson Channel,15,1,0,0,20,0,2608,0,600,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 7 / Aug 9,NO,NO,YES,YES,NO, 08/2,09/08/2005,7,Sheep Passage,15,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / CM & PK / Area 8 / 9 Aug,NO,NO,YES,YES,NO, 08/2,09/08/2005,8,Fisher/Fitz Hugh Net Area,15,15,0,0,903,0,26154,0,3020,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 11,YES,YES,YES,NO,NO, 08/2,11/08/2005,3,3-11PEAR,16,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area A - Salmon Seine,Full Fleet,Area A SN / SX & PK/ Area 3 / Aug 11,YES,YES,YES,NO,NO, 08/2,11/08/2005,3,3-12N,16,0,0,0,0,0,0,0,0,0,0,0,
